iso3,location,region,hrp_location,lat,lon,indicator_name,indicator_source,indicator_id,date,alert_level_numeric,alert_level,value,plot_title,plot_id,plot_url,map_title,map_id,map_url,plot2_title,plot2_id,plot2_url,other_images_ids,other_images_urls,other_images_captions,summary_long,summary_short,hdx_url,source_url,other_urls,further_information,template_id_archive,template_id_email,campaign_id_archive,campaign_id_email,campaign_url_archive,campaign_url_email,campaign_date,campaign_summary,triage_approver,triage_time,summary_source,signals_version
ARM,Armenia,Europe,FALSE,40.28786047038283,44.92881373961216,market_monitor,wfp,wfp_market_monitor,2021-07-01,2,High concern,28,28% increase in the cost of the food basket over the past month,2891969,https://mcusercontent.com/ea3f905d50ea939780139789d/images/a9f47a7c-503c-b286-c247-7efb18daab36.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029977,NA,d2e9a518c9,NA,http://eepurl.com/iRAfEA#ARM,NA,2021-07-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BDI,Burundi,Southern and Eastern Africa,FALSE,-3.3215754856273167,29.92687038079935,market_monitor,wfp,wfp_market_monitor,2020-11-01,1,Medium concern,10,10% increase in the cost of the food basket over the past month,2891970,https://mcusercontent.com/ea3f905d50ea939780139789d/images/92f2b30d-9967-aaee-b29e-cbbc54eb099f.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029971,NA,c29be2d09e,NA,http://eepurl.com/iRAfDc#BDI,NA,2020-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BDI,Burundi,Southern and Eastern Africa,FALSE,-3.3215754856273167,29.92687038079935,market_monitor,wfp,wfp_market_monitor,2022-05-01,1,Medium concern,11,11% increase in the cost of the food basket over the past month,2891971,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c701f62f-fc3d-35b1-f4e5-ace00788cb7d.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029986,NA,1466ee2fad,NA,http://eepurl.com/iRAfGA#BDI,NA,2022-05-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BDI,Burundi,Southern and Eastern Africa,FALSE,-3.3215754856273167,29.92687038079935,market_monitor,wfp,wfp_market_monitor,2023-01-01,2,High concern,39,39% increase in the cost of the food basket over the past month,2891972,https://mcusercontent.com/ea3f905d50ea939780139789d/images/06c40511-ed3c-cf12-080f-d36043293cf9.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029992,NA,9a4c0127c5,NA,http://eepurl.com/iRAfHM#BDI,NA,2023-01-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BEN,Benin,West and Central Africa,FALSE,9.646320693443618,2.3384786845088055,market_monitor,wfp,wfp_market_monitor,2020-11-01,1,Medium concern,21,21% increase in the cost of the food basket over the past month,2891973,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4feff8bb-5b21-3856-4421-58c26edc8f53.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029971,NA,c29be2d09e,NA,http://eepurl.com/iRAfDc#BEN,NA,2020-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BEN,Benin,West and Central Africa,FALSE,9.646320693443618,2.3384786845088055,market_monitor,wfp,wfp_market_monitor,2021-11-01,1,Medium concern,21,21% increase in the cost of the food basket over the past month,2891974,https://mcusercontent.com/ea3f905d50ea939780139789d/images/6ee5df6b-2d80-6a50-74f3-6e6199de5827.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029980,NA,2db22be074,NA,http://eepurl.com/iRAfEY#BEN,NA,2021-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BFA,Burkina Faso,West and Central Africa,TRUE,12.27204312880058,-1.7394602801643442,market_monitor,wfp,wfp_market_monitor,2022-03-01,1,Medium concern,15,15% increase in the cost of the food basket over the past month,2891975,https://mcusercontent.com/ea3f905d50ea939780139789d/images/5785be67-3142-194b-6528-28c52dc61110.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029984,NA,1b26185d93,NA,http://eepurl.com/iRAfGc#BFA,NA,2022-03-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
BGD,Bangladesh,Asia and the Pacific,FALSE,23.815545798509632,90.27976570317011,market_monitor,wfp,wfp_market_monitor,2022-09-01,1,Medium concern,10,10% increase in the cost of the food basket over the past month,2891976,https://mcusercontent.com/ea3f905d50ea939780139789d/images/be1f6962-610c-a54c-c4b2-cf5ef21fe5fc.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029989,NA,0fae8f4ba7,NA,http://eepurl.com/iRAfHg#BGD,NA,2022-09-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CAF,Central African Republic,West and Central Africa,TRUE,6.580451508502483,20.496863706830478,market_monitor,wfp,wfp_market_monitor,2020-11-01,1,Medium concern,15,15% increase in the cost of the food basket over the past month,2891977,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c65dc385-75c3-ade8-6086-2886addfbf76.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029971,NA,c29be2d09e,NA,http://eepurl.com/iRAfDc#CAF,NA,2020-11-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
CAF,Central African Republic,West and Central Africa,TRUE,6.580451508502483,20.496863706830478,market_monitor,wfp,wfp_market_monitor,2022-07-01,2,High concern,28,28% increase in the cost of the food basket over the past month,2891978,https://mcusercontent.com/ea3f905d50ea939780139789d/images/2d742d2b-af5a-b764-6dff-ed3c039ffea9.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28% increase in the cost of the food basket,https://data.humdata.org/dataset/global-market-monitor,https://www.wfp.org/publications/market-monitor,NA,"Access the data directly <a href=""https://data.humdata.org/dataset/global-market-monitor"">on HDX</a> and see the <a href=""https://www.wfp.org/publications/market-monitor"">WFP Global Market Monitor</a> to access source reports and visit the live explorer.",10029987,NA,0d6452148a,NA,http://eepurl.com/iRAfGM#CAF,NA,2022-07-01,NA,Seth,2024-06-10T05:51:28Z,NA,0.1.0
